Totale travel distance: 819875
Games umpired door umpire1
	21,10	24,8	19,14	30,7	17,8	23,4	26,3	29,18	15,14	27,19	28,7	22,6	25,9	18,2	8,4	16,3	24,6	14,2	12,1	30,27	11,7	10,6	23,20	29,19	5,2	20,14	22,25	21,19	6,4	27,28	25,23	17,16	4,7	28,30	3,8	14,19	18,25	1,10	8,6	5,22	2,12	11,26	16,22	15,28	19,27	6,30	7,11	4,19	10,28	13,29	3,22	12,28	9,20	8,24	1,27	5,18	2,26	14,22	

Games umpired door umpire2
	16,15	30,3	28,1	18,4	29,3	19,7	24,1	11,10	25,16	21,1	26,4	27,15	23,13	22,16	7,6	20,8	30,16	28,21	13,2	10,5	8,3	29,15	24,14	17,13	18,11	6,2	27,17	26,23	12,9	3,4	22,19	21,29	11,16	5,8	4,10	25,27	1,9	14,24	13,17	18,27	7,23	6,19	2,14	8,20	23,30	2,16	3,18	9,30	12,29	6,23	5,30	4,14	1,25	11,23	15,29	7,16	10,23	13,20	

Games umpired door umpire3
	24,7	21,11	16,4	26,9	27,2	25,1	13,6	12,4	28,5	18,17	15,11	29,4	8,5	23,7	30,13	24,10	21,7	19,11	26,18	6,16	10,1	27,24	4,5	28,25	16,13	17,24	9,6	20,27	7,8	11,14	15,18	22,23	13,10	12,15	24,29	1,8	23,26	5,15	25,21	6,14	3,30	2,13	19,23	18,26	7,15	4,21	10,30	8,29	11,19	9,25	17,21	1,24	14,23	5,17	12,16	6,22	3,27	2,29	

Games umpired door umpire4
	20,11	22,10	24,9	28,2	26,1	17,9	27,22	14,7	11,4	30,20	23,6	21,3	18,1	25,5	29,11	15,1	13,3	10,8	24,19	28,29	26,16	20,17	27,10	16,8	7,3	22,18	30,19	6,5	21,18	29,26	12,14	19,15	25,30	1,6	18,19	23,28	20,16	2,6	3,9	4,28	5,14	16,29	8,25	9,23	6,28	17,25	15,27	10,24	1,21	14,27	7,25	13,30	2,28	3,29	4,24	12,30	5,16	8,19	

Games umpired door umpire5
	30,1	23,9	21,12	16,6	20,5	24,15	29,14	17,20	27,18	12,6	22,3	25,14	28,6	26,13	18,3	19,5	23,11	13,1	30,25	15,3	24,22	14,5	21,13	27,26	6,1	10,11	7,5	22,17	29,30	8,7	1,3	28,26	20,19	3,11	26,27	16,18	5,4	21,30	2,15	11,25	6,8	18,22	17,27	4,25	9,18	13,28	1,19	14,21	3,23	7,17	8,26	5,19	16,30	10,18	2,22	11,21	6,25	12,23	

Games umpired door umpire6
	17,14	20,12	27,6	22,13	23,14	18,8	10,9	30,5	13,19	28,15	29,16	26,10	19,2	21,15	24,20	25,11	17,12	27,23	22,8	14,9	23,19	18,12	9,3	30,23	28,17	15,7	16,14	29,24	26,22	21,16	10,13	8,9	1,5	27,29	14,17	20,22	13,15	17,19	22,28	2,8	4,9	5,27	7,24	3,17	16,21	19,24	8,13	12,26	6,27	18,28	1,23	9,17	10,19	15,30	11,28	2,24	4,15	7,18	

Games umpired door umpire7
	19,12	25,7	23,10	17,5	24,13	22,12	15,5	21,6	26,17	29,7	18,9	28,8	14,3	27,11	16,1	30,14	19,4	20,9	17,6	24,21	12,5	8,2	11,6	15,12	26,30	29,28	3,2	9,8	28,27	23,15	30,29	25,24	14,15	21,22	13,16	24,30	19,28	18,23	20,29	10,16	1,13	4,23	6,10	5,11	2,25	3,14	5,24	15,22	14,26	3,16	9,19	8,23	7,22	16,19	10,26	1,28	18,24	6,26	

Games umpired door umpire8
	22,9	29,1	30,2	21,14	28,11	20,6	23,16	13,8	24,3	25,4	17,10	18,5	27,12	19,9	26,14	22,4	29,20	30,18	15,9	11,1	28,18	7,4	16,12	20,21	23,22	13,9	4,1	25,15	5,3	1,2	6,7	10,12	22,26	9,13	15,21	26,29	2,10	8,16	19,30	17,23	20,26	21,25	4,13	7,14	3,26	1,18	12,22	5,28	9,16	10,20	13,24	11,22	8,15	2,21	6,20	14,25	17,11	4,27	

Games umpired door umpire9
	18,13	28,4	22,11	20,15	21,4	30,11	25,2	15,16	9,7	23,3	24,5	13,7	26,11	29,6	27,25	17,2	18,10	22,7	28,16	12,2	30,21	25,13	7,2	9,5	19,10	23,25	11,12	14,13	15,10	20,18	24,27	6,11	8,12	2,4	5,9	12,17	21,27	25,29	1,11	9,26	16,24	3,10	18,30	22,29	4,12	15,23	6,29	7,27	2,18	5,12	11,20	10,25	13,18	1,26	17,30	8,27	9,22	3,28	

Games umpired door umpire10
	28,3	16,2	25,8	27,1	30,10	26,2	12,7	23,1	21,8	22,2	20,1	24,12	29,10	17,1	19,22	28,13	15,2	29,25	27,21	13,4	25,20	26,21	30,17	6,3	9,4	5,1	23,29	12,11	14,16	19,17	2,5	18,20	28,24	7,10	20,23	4,6	11,30	3,7	24,26	1,12	10,27	8,30	9,28	1,16	14,11	5,26	2,23	6,18	7,30	15,26	12,10	18,29	11,27	4,22	13,25	3,20	8,28	9,24	

Games umpired door umpire11
	23,8	18,14	29,5	25,10	19,6	27,3	21,17	26,19	22,1	14,10	30,8	20,2	16,7	24,4	10,2	23,21	28,9	15,6	29,23	17,7	27,13	11,3	26,15	7,1	14,12	30,26	8,10	3,1	24,23	25,22	9,11	1,4	21,23	19,25	6,12	2,9	22,24	4,11	12,18	7,29	17,22	15,20	3,12	10,21	20,24	9,29	16,26	1,20	5,25	8,21	6,15	2,20	4,26	12,25	7,21	13,23	14,30	11,17	

Games umpired door umpire12
	26,5	17,15	20,13	23,12	18,7	16,10	30,4	25,3	29,12	11,9	27,14	19,1	24,17	28,10	21,9	26,12	22,5	17,4	20,7	23,18	14,6	30,22	25,18	10,4	29,21	27,16	15,13	4,2	19,20	9,10	26,28	13,14	17,18	16,20	2,11	5,10	7,12	22,27	10,14	3,13	11,18	1,14	21,26	6,24	8,22	12,27	20,25	13,11	15,24	2,19	4,18	7,26	5,29	9,27	3,19	10,17	1,29	16,25	

Games umpired door umpire13
	29,2	19,13	26,7	24,11	22,15	21,5	28,20	27,9	23,2	13,5	25,19	16,11	20,4	30,12	15,17	29,9	14,1	26,24	11,5	19,8	9,2	28,23	8,1	22,14	27,20	4,3	24,28	18,16	2,1	12,13	16,17	3,5	29,27	23,24	25,28	11,15	17,29	20,28	5,7	15,19	21,28	7,9	1,15	2,30	10,29	8,11	4,17	3,25	13,22	4,30	14,29	16,27	12,21	6,13	5,23	9,15	7,19	1,30	

Games umpired door umpire14
	27,4	26,6	18,15	19,3	25,12	29,13	11,8	28,22	20,10	24,16	21,2	23,17	30,15	14,8	28,12	27,7	26,25	16,5	10,3	22,20	15,4	19,16	29,22	11,2	24,25	12,8	18,21	30,28	25,17	5,6	4,8	27,30	2,3	14,18	1,7	3,21	8,14	13,26	23,27	21,24	15,25	17,28	11,29	12,19	5,13	7,20	9,21	2,17	4,20	1,22	16,28	3,15	6,17	14,20	8,18	19,26	13,21	10,15	

Games umpired door umpire15
	25,6	27,5	17,3	29,8	16,9	28,14	19,18	24,2	30,6	26,8	13,12	30,9	22,21	20,3	23,5	18,6	27,8	12,3	14,4	25,26	29,17	9,1	28,19	24,18	15,8	19,21	26,20	10,7	11,13	30,24	21,20	2,7	6,9	17,26	22,30	7,13	3,6	9,12	4,16	20,30	19,29	12,24	5,20	13,27	1,17	10,22	14,28	16,23	8,17	11,24	2,27	6,21	3,24	7,28	9,14	4,29	12,20	5,21	

Solution Status from LocalSolver: Infeasible

Solution [travelDistance=819875, homeVisitViolations=0, consecutiveHomeVisitViolations=90, consecutiveTeamSeenViolations=0]
-1--2--3--4--5--6--7--8--9--10--11--12--13--14--15-
 [21, 10]  [16, 15]  [24, 7]  [20, 11]  [30, 1]  [17, 14]  [19, 12]  [22, 9]  [18, 13]  [28, 3]  [23, 8]  [26, 5]  [29, 2]  [27, 4]  [25, 6] 
 [1, 10]  [14, 24]  [5, 15]  [2, 6]  [21, 30]  [17, 19]  [18, 23]  [8, 16]  [25, 29]  [3, 7]  [4, 11]  [22, 27]  [20, 28]  [13, 26]  [9, 12] 
 [8, 6]  [13, 17]  [25, 21]  [3, 9]  [2, 15]  [22, 28]  [20, 29]  [19, 30]  [1, 11]  [24, 26]  [12, 18]  [10, 14]  [5, 7]  [23, 27]  [4, 16] 
 [5, 22]  [18, 27]  [6, 14]  [4, 28]  [11, 25]  [2, 8]  [10, 16]  [17, 23]  [9, 26]  [1, 12]  [7, 29]  [3, 13]  [15, 19]  [21, 24]  [20, 30] 
 [2, 12]  [7, 23]  [3, 30]  [5, 14]  [6, 8]  [4, 9]  [1, 13]  [20, 26]  [16, 24]  [10, 27]  [17, 22]  [11, 18]  [21, 28]  [15, 25]  [19, 29] 
 [11, 26]  [6, 19]  [2, 13]  [16, 29]  [18, 22]  [5, 27]  [4, 23]  [21, 25]  [3, 10]  [8, 30]  [15, 20]  [1, 14]  [7, 9]  [17, 28]  [12, 24] 
 [16, 22]  [2, 14]  [19, 23]  [8, 25]  [17, 27]  [7, 24]  [6, 10]  [4, 13]  [18, 30]  [9, 28]  [3, 12]  [21, 26]  [1, 15]  [11, 29]  [5, 20] 
 [15, 28]  [8, 20]  [18, 26]  [9, 23]  [4, 25]  [3, 17]  [5, 11]  [7, 14]  [22, 29]  [1, 16]  [10, 21]  [6, 24]  [2, 30]  [12, 19]  [13, 27] 
 [19, 27]  [23, 30]  [7, 15]  [6, 28]  [9, 18]  [16, 21]  [2, 25]  [3, 26]  [4, 12]  [14, 11]  [20, 24]  [8, 22]  [10, 29]  [5, 13]  [1, 17] 
 [6, 30]  [2, 16]  [4, 21]  [17, 25]  [13, 28]  [19, 24]  [3, 14]  [1, 18]  [15, 23]  [5, 26]  [9, 29]  [12, 27]  [8, 11]  [7, 20]  [10, 22] 
 [7, 11]  [3, 18]  [10, 30]  [15, 27]  [1, 19]  [8, 13]  [5, 24]  [12, 22]  [6, 29]  [2, 23]  [16, 26]  [20, 25]  [4, 17]  [9, 21]  [14, 28] 
 [4, 19]  [9, 30]  [8, 29]  [10, 24]  [14, 21]  [12, 26]  [15, 22]  [5, 28]  [7, 27]  [6, 18]  [1, 20]  [13, 11]  [3, 25]  [2, 17]  [16, 23] 
 [10, 28]  [12, 29]  [11, 19]  [1, 21]  [3, 23]  [6, 27]  [14, 26]  [9, 16]  [2, 18]  [7, 30]  [5, 25]  [15, 24]  [13, 22]  [4, 20]  [8, 17] 
 [13, 29]  [6, 23]  [9, 25]  [14, 27]  [7, 17]  [18, 28]  [3, 16]  [10, 20]  [5, 12]  [15, 26]  [8, 21]  [2, 19]  [4, 30]  [1, 22]  [11, 24] 
 [3, 22]  [5, 30]  [17, 21]  [7, 25]  [8, 26]  [1, 23]  [9, 19]  [13, 24]  [11, 20]  [12, 10]  [6, 15]  [4, 18]  [14, 29]  [16, 28]  [2, 27] 
 [12, 28]  [4, 14]  [1, 24]  [13, 30]  [5, 19]  [9, 17]  [8, 23]  [11, 22]  [10, 25]  [18, 29]  [2, 20]  [7, 26]  [16, 27]  [3, 15]  [6, 21] 
 [9, 20]  [1, 25]  [14, 23]  [2, 28]  [16, 30]  [10, 19]  [7, 22]  [8, 15]  [13, 18]  [11, 27]  [4, 26]  [5, 29]  [12, 21]  [6, 17]  [3, 24] 
 [8, 24]  [11, 23]  [5, 17]  [3, 29]  [10, 18]  [15, 30]  [16, 19]  [2, 21]  [1, 26]  [4, 22]  [12, 25]  [9, 27]  [6, 13]  [14, 20]  [7, 28] 
 [1, 27]  [15, 29]  [12, 16]  [4, 24]  [2, 22]  [11, 28]  [10, 26]  [6, 20]  [17, 30]  [13, 25]  [7, 21]  [3, 19]  [5, 23]  [8, 18]  [9, 14] 
 [5, 18]  [7, 16]  [6, 22]  [12, 30]  [11, 21]  [2, 24]  [1, 28]  [14, 25]  [8, 27]  [3, 20]  [13, 23]  [10, 17]  [9, 15]  [19, 26]  [4, 29] 
 [2, 26]  [10, 23]  [3, 27]  [5, 16]  [6, 25]  [4, 15]  [18, 24]  [17, 11]  [9, 22]  [8, 28]  [14, 30]  [1, 29]  [7, 19]  [13, 21]  [12, 20] 
 [14, 22]  [13, 20]  [2, 29]  [8, 19]  [12, 23]  [7, 18]  [6, 26]  [4, 27]  [3, 28]  [9, 24]  [11, 17]  [16, 25]  [1, 30]  [10, 15]  [5, 21] 
------------------------------
