Totale travel distance: 806685
Games umpired door umpire1
	28,3	29,1	20,13	21,14	30,10	24,15	19,18	25,3	26,17	22,2	23,6	16,11	30,15	14,8	18,3	27,7	29,20	13,1	17,6	6,16	12,5	28,23	9,3	24,18	26,30	10,11	16,14	22,17	19,20	8,7	15,18	25,24	29,27	28,30	14,17	5,10	20,16	3,7	1,11	9,26	6,8	21,25	4,13	22,29	7,15	2,16	15,27	1,20	11,19	6,23	5,30	7,26	3,24	10,18	12,16	9,15	8,28	14,22	

Games umpired door umpire2
	23,8	26,6	17,3	20,15	27,2	21,5	30,4	28,22	11,4	24,16	18,9	25,14	28,6	19,9	29,11	23,21	13,3	22,7	26,18	17,7	9,2	10,6	8,1	30,23	24,25	27,16	18,21	12,11	15,10	19,17	2,5	1,4	28,24	14,18	6,12	20,22	21,27	5,15	13,17	3,13	11,18	4,23	5,20	7,14	10,29	12,27	8,13	2,17	1,21	18,28	9,19	4,14	16,30	6,13	15,29	3,20	2,26	11,17	

Games umpired door umpire3
	27,4	30,3	18,15	29,8	16,9	20,6	12,7	21,6	22,1	23,3	15,11	28,8	25,9	26,13	24,20	19,5	30,16	27,23	10,3	11,1	29,17	20,17	28,19	9,5	14,12	22,18	15,13	21,19	7,8	3,4	25,23	17,16	6,9	1,6	2,11	26,29	13,15	14,24	12,18	5,22	10,27	8,30	11,29	4,25	3,26	19,24	9,21	16,23	7,30	10,20	6,15	18,29	2,28	1,26	5,23	14,25	13,21	8,19	

Games umpired door umpire4
	19,12	23,9	16,4	17,5	18,7	30,11	25,2	13,8	24,3	27,19	20,1	29,4	26,11	22,16	7,6	28,13	27,8	14,2	15,9	10,5	23,19	30,22	21,13	28,25	18,11	20,14	4,1	29,24	12,9	5,6	26,28	22,23	14,15	2,4	24,29	1,8	11,30	13,26	25,21	6,14	7,23	18,22	9,28	3,17	5,13	8,11	1,19	7,27	15,24	4,30	3,22	2,20	6,17	16,19	13,25	5,18	10,23	9,24	

Games umpired door umpire5
	18,13	20,12	19,14	28,2	22,15	17,9	23,16	11,10	21,8	29,7	26,4	13,7	24,17	30,12	27,25	18,6	15,2	10,8	28,16	14,9	30,21	7,4	23,20	11,2	19,10	12,8	9,6	3,1	25,17	27,28	21,20	13,14	11,16	5,8	22,30	2,9	7,12	1,10	23,27	15,19	20,26	17,28	2,14	8,20	4,12	1,18	16,26	10,24	3,23	8,21	14,29	5,19	11,27	12,25	6,20	7,16	9,22	2,29	

Games umpired door umpire6
	30,1	28,4	22,11	26,9	17,8	29,13	15,5	24,2	20,10	21,1	27,14	23,17	16,7	25,5	8,4	24,10	28,9	30,18	12,1	22,20	26,16	29,15	11,6	10,4	7,3	19,21	27,17	18,16	2,1	12,13	4,8	28,26	21,23	3,11	15,21	16,18	22,24	25,29	8,6	20,30	1,13	7,9	17,27	18,26	2,25	10,22	5,24	4,19	9,16	14,27	11,20	12,28	13,18	15,30	7,21	6,22	1,29	4,27	

Games umpired door umpire7
	29,2	21,11	24,9	27,1	25,12	16,10	13,6	29,18	28,5	26,8	22,3	19,1	20,4	18,2	15,17	30,14	23,11	12,3	27,21	25,26	28,18	9,1	24,14	29,19	16,13	15,7	3,2	20,27	26,22	11,14	30,29	8,9	13,10	12,15	1,7	25,27	23,26	17,19	4,16	2,8	21,28	15,20	7,24	5,11	9,18	6,30	4,17	8,29	13,22	2,19	1,23	3,15	12,21	14,20	11,28	10,17	18,24	1,30	

Games umpired door umpire8
	26,5	18,14	23,10	19,3	24,13	25,1	21,17	12,4	27,18	14,10	30,8	20,2	23,13	29,6	28,12	26,12	22,5	17,4	30,25	24,21	11,7	8,2	16,12	6,3	27,20	5,1	24,28	14,13	29,30	25,22	9,11	19,15	1,5	7,10	26,27	4,6	18,25	20,28	3,9	21,24	5,14	2,13	16,22	12,19	23,30	17,25	6,29	14,21	10,28	15,26	8,26	11,22	1,25	3,29	4,24	13,23	7,19	5,21	

Games umpired door umpire9
	22,9	25,7	30,2	23,12	20,5	27,3	24,1	26,19	15,14	11,9	21,2	18,5	29,10	24,4	16,1	22,4	17,12	19,11	13,2	28,29	14,6	27,24	25,18	20,21	23,22	4,3	30,19	10,7	11,13	29,26	12,14	6,11	17,18	19,25	3,8	7,13	2,10	21,30	20,29	1,12	4,9	5,27	8,25	15,28	16,21	3,14	10,30	6,18	12,29	11,24	7,25	9,17	8,15	2,21	1,27	19,26	5,16	13,20	

Games umpired door umpire10
	25,6	22,10	26,7	18,4	29,3	28,14	11,8	15,16	13,19	30,20	17,10	21,3	27,12	23,7	10,2	25,11	14,1	20,9	24,19	30,27	8,3	18,12	26,15	7,1	28,17	6,2	22,25	9,8	21,18	23,15	10,13	27,30	4,7	16,20	25,28	3,21	5,4	18,23	19,30	7,29	2,12	1,14	6,10	13,27	8,22	15,23	3,18	12,26	4,20	9,25	17,21	16,27	5,29	11,23	10,26	2,24	14,30	7,18	

Games umpired door umpire11
	17,14	16,2	29,5	22,13	26,1	19,7	28,20	27,9	30,6	25,4	13,12	24,12	18,1	21,15	23,5	17,2	26,25	29,25	22,8	19,8	15,4	14,5	7,2	27,26	6,1	13,9	23,29	25,15	5,3	30,24	16,17	2,7	20,19	21,22	4,10	11,15	8,14	9,12	24,26	17,23	19,29	3,10	18,30	1,16	14,11	4,21	2,23	5,28	6,27	7,17	13,24	10,25	9,20	4,22	8,18	1,28	3,27	12,23	

Games umpired door umpire12
	24,7	17,15	28,1	25,10	21,4	18,8	27,22	14,7	23,2	12,6	29,16	26,10	8,5	20,3	19,22	15,1	24,6	28,21	29,23	13,4	25,20	11,3	27,10	22,14	15,8	30,26	7,5	26,23	6,4	21,16	24,27	10,12	2,3	9,13	20,23	14,19	17,29	8,16	5,7	4,28	3,30	11,26	1,15	6,24	19,27	7,20	12,22	3,25	2,18	1,22	16,28	13,30	10,19	5,17	9,14	8,27	4,15	6,26	

Games umpired door umpire13
	20,11	24,8	21,12	30,7	19,6	23,4	29,14	17,20	25,16	13,5	28,7	30,9	22,21	27,11	26,14	16,3	18,10	15,6	20,7	12,2	24,22	19,16	4,5	17,13	29,21	23,25	26,20	30,28	14,16	9,10	6,7	3,5	8,12	27,29	18,19	24,30	1,9	4,11	22,28	10,16	15,25	6,19	21,26	2,30	20,24	9,29	14,28	13,11	5,25	3,16	12,10	8,23	4,26	7,28	17,30	11,21	6,25	10,15	

Games umpired door umpire14
	16,15	19,13	27,6	24,11	23,14	26,2	10,9	30,5	29,12	28,15	25,19	22,6	14,3	17,1	21,9	20,8	19,4	16,5	11,5	23,18	27,13	26,21	30,17	15,12	9,4	29,28	8,10	6,5	24,23	1,2	22,19	18,20	25,30	17,26	5,9	23,28	3,6	22,27	2,15	11,25	16,24	12,24	19,23	10,21	1,17	13,28	20,25	9,30	14,26	5,12	2,27	6,21	7,22	8,24	3,19	4,29	12,20	16,25	

Games umpired door umpire15
	21,10	27,5	25,8	16,6	28,11	22,12	26,3	23,1	9,7	18,17	24,5	27,15	19,2	28,10	30,13	29,9	21,7	26,24	14,4	15,3	10,1	25,13	29,22	16,8	5,2	17,24	11,12	4,2	28,27	20,18	1,3	21,29	22,26	23,24	13,16	12,17	19,28	2,6	10,14	18,27	17,22	16,29	3,12	9,23	6,28	5,26	7,11	15,22	8,17	13,29	4,18	1,24	14,23	9,27	2,22	12,30	17,11	3,28	

Solution Status from LocalSolver: Infeasible

Solution [travelDistance=806685, homeVisitViolations=0, consecutiveHomeVisitViolations=337, consecutiveTeamSeenViolations=146]
-1--2--3--4--5--6--7--8--9--10--11--12--13--14--15-
 [28, 3]  [23, 8]  [27, 4]  [19, 12]  [18, 13]  [30, 1]  [29, 2]  [26, 5]  [22, 9]  [25, 6]  [17, 14]  [24, 7]  [20, 11]  [16, 15]  [21, 10] 
 [3, 7]  [5, 15]  [14, 24]  [13, 26]  [1, 10]  [25, 29]  [17, 19]  [20, 28]  [21, 30]  [18, 23]  [9, 12]  [8, 16]  [4, 11]  [22, 27]  [2, 6] 
 [1, 11]  [13, 17]  [12, 18]  [25, 21]  [23, 27]  [8, 6]  [4, 16]  [3, 9]  [20, 29]  [19, 30]  [24, 26]  [5, 7]  [22, 28]  [2, 15]  [10, 14] 
 [9, 26]  [3, 13]  [5, 22]  [6, 14]  [15, 19]  [20, 30]  [2, 8]  [21, 24]  [1, 12]  [7, 29]  [17, 23]  [4, 28]  [10, 16]  [11, 25]  [18, 27] 
 [6, 8]  [11, 18]  [10, 27]  [7, 23]  [20, 26]  [1, 13]  [21, 28]  [5, 14]  [4, 9]  [2, 12]  [19, 29]  [3, 30]  [15, 25]  [16, 24]  [17, 22] 
 [21, 25]  [4, 23]  [8, 30]  [18, 22]  [17, 28]  [7, 9]  [15, 20]  [2, 13]  [5, 27]  [1, 14]  [3, 10]  [11, 26]  [6, 19]  [12, 24]  [16, 29] 
 [4, 13]  [5, 20]  [11, 29]  [9, 28]  [2, 14]  [17, 27]  [7, 24]  [16, 22]  [8, 25]  [6, 10]  [18, 30]  [1, 15]  [21, 26]  [19, 23]  [3, 12] 
 [22, 29]  [7, 14]  [4, 25]  [3, 17]  [8, 20]  [18, 26]  [5, 11]  [12, 19]  [15, 28]  [13, 27]  [1, 16]  [6, 24]  [2, 30]  [10, 21]  [9, 23] 
 [7, 15]  [10, 29]  [3, 26]  [5, 13]  [4, 12]  [2, 25]  [9, 18]  [23, 30]  [16, 21]  [8, 22]  [14, 11]  [19, 27]  [20, 24]  [1, 17]  [6, 28] 
 [2, 16]  [12, 27]  [19, 24]  [8, 11]  [1, 18]  [10, 22]  [6, 30]  [17, 25]  [3, 14]  [15, 23]  [4, 21]  [7, 20]  [9, 29]  [13, 28]  [5, 26] 
 [15, 27]  [8, 13]  [9, 21]  [1, 19]  [16, 26]  [5, 24]  [4, 17]  [6, 29]  [10, 30]  [3, 18]  [2, 23]  [12, 22]  [14, 28]  [20, 25]  [7, 11] 
 [1, 20]  [2, 17]  [16, 23]  [7, 27]  [10, 24]  [4, 19]  [8, 29]  [14, 21]  [6, 18]  [12, 26]  [5, 28]  [3, 25]  [13, 11]  [9, 30]  [15, 22] 
 [11, 19]  [1, 21]  [7, 30]  [15, 24]  [3, 23]  [9, 16]  [13, 22]  [10, 28]  [12, 29]  [4, 20]  [6, 27]  [2, 18]  [5, 25]  [14, 26]  [8, 17] 
 [6, 23]  [18, 28]  [10, 20]  [4, 30]  [8, 21]  [14, 27]  [2, 19]  [15, 26]  [11, 24]  [9, 25]  [7, 17]  [1, 22]  [3, 16]  [5, 12]  [13, 29] 
 [5, 30]  [9, 19]  [6, 15]  [3, 22]  [14, 29]  [11, 20]  [1, 23]  [8, 26]  [7, 25]  [17, 21]  [13, 24]  [16, 28]  [12, 10]  [2, 27]  [4, 18] 
 [7, 26]  [4, 14]  [18, 29]  [2, 20]  [5, 19]  [12, 28]  [3, 15]  [11, 22]  [9, 17]  [16, 27]  [10, 25]  [13, 30]  [8, 23]  [6, 21]  [1, 24] 
 [3, 24]  [16, 30]  [2, 28]  [6, 17]  [11, 27]  [13, 18]  [12, 21]  [1, 25]  [8, 15]  [5, 29]  [9, 20]  [10, 19]  [4, 26]  [7, 22]  [14, 23] 
 [10, 18]  [6, 13]  [1, 26]  [16, 19]  [12, 25]  [15, 30]  [14, 20]  [3, 29]  [2, 21]  [11, 23]  [4, 22]  [5, 17]  [7, 28]  [8, 24]  [9, 27] 
 [12, 16]  [15, 29]  [5, 23]  [13, 25]  [6, 20]  [7, 21]  [11, 28]  [4, 24]  [1, 27]  [10, 26]  [8, 18]  [9, 14]  [17, 30]  [3, 19]  [2, 22] 
 [9, 15]  [3, 20]  [14, 25]  [5, 18]  [7, 16]  [6, 22]  [10, 17]  [13, 23]  [19, 26]  [2, 24]  [1, 28]  [8, 27]  [11, 21]  [4, 29]  [12, 30] 
 [8, 28]  [2, 26]  [13, 21]  [10, 23]  [9, 22]  [1, 29]  [18, 24]  [7, 19]  [5, 16]  [14, 30]  [3, 27]  [4, 15]  [6, 25]  [12, 20]  [17, 11] 
 [14, 22]  [11, 17]  [8, 19]  [9, 24]  [2, 29]  [4, 27]  [1, 30]  [5, 21]  [13, 20]  [7, 18]  [12, 23]  [6, 26]  [10, 15]  [16, 25]  [3, 28] 
------------------------------
